CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_CHALM,Effect_CHALM,P_CAMDA,Effect_CAMDA,P_haEWAS,Effect_haEWAS,haEWAS_Driver,Group
cg11564652,Huntingtons_Disease_GSE72778,chr19,9761193,9761194,ZNF562;ZNF562;ZNF562,3'UTR;3'UTR;3'UTR,,0.003399849,0.169635124,0.363293879,0.080578915,0.000363256,-0.123952853,0.000363256,-0.123952853,CAMDA,haEWAS-only
cg11571304,Huntingtons_Disease_GSE72778,chr6,25963022,25963023,TRIM38,TSS200,,8.22E-08,-0.182503612,1.06E-05,-0.279655484,0.936122189,0.000937712,1.06E-05,-0.279655484,CHALM,Common
cg11572942,Huntingtons_Disease_GSE72778,chr1,1656592,1656593,CDK11A;CDK11B;CDK11B;CDK11B;CDK11A;CDK11B;CDK11B;CDK11B,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,S_Shore,0.000541055,0.175645043,0.029428192,0.156139927,2.72E-05,-0.167470371,2.72E-05,-0.167470371,CAMDA,Common
cg11574620,Huntingtons_Disease_GSE72778,chr4,80246899,80246900,NAA11,1stExon,,0.000508368,-0.125963845,0.02481822,-0.081078931,0.047252296,0.058005861,0.02481822,-0.081078931,None,Beta-only
cg11574665,Huntingtons_Disease_GSE72778,chr2,242580471,242580472,ATG4B;ATG4B,Body;Body,S_Shelf,1.14E-07,0.231273835,1,0,1,0,1,0,None,Beta-only
cg11576349,Huntingtons_Disease_GSE72778,chr1,24470527,24470528,IL22RA1,TSS1500,,0.000688426,-0.202263779,0.000510409,-0.172264283,0.190131774,0.061156421,0.000510409,-0.172264283,CHALM,Common
cg11577898,Huntingtons_Disease_GSE72778,chr5,78094446,78094447,ARSB,Body,,0.030477854,0.107635545,0.003624881,0.1644637,0.00022721,-0.109600655,0.00022721,-0.109600655,CAMDA,haEWAS-only
cg11579116,Huntingtons_Disease_GSE72778,chr19,6990919,6990920,EMR4P,TSS200,,1.13E-05,-0.192301374,0.002399964,-0.100151404,7.96E-05,0.114375683,7.96E-05,0.114375683,CAMDA,Common
cg11579907,Huntingtons_Disease_GSE72778,chr6,151412213,151412214,MTHFD1L,Body,Island,3.04E-06,0.163805737,0.90554661,0.002678954,0.709242396,-0.005889784,0.709242396,-0.005889784,None,Beta-only
cg11580676,Huntingtons_Disease_GSE72778,chr1,156211415,156211416,BGLAP,TSS1500,N_Shelf,0.020960967,-0.083220232,8.10E-05,-0.168110535,0.001967198,0.06605162,8.10E-05,-0.168110535,CHALM,haEWAS-only
cg11580704,Huntingtons_Disease_GSE72778,chr9,139093499,139093500,LHX3;LHX3,Body;Body,Island,0.000197877,-0.219910966,0.098122507,-0.037961334,0.009717968,0.01110127,0.009717968,0.01110127,None,Beta-only
cg11583544,Huntingtons_Disease_GSE72778,chr8,75894644,75894645,,,N_Shore,9.36E-11,0.50758678,0.0083177,0.199424683,0.242233931,-0.049901151,0.0083177,0.199424683,None,Beta-only
cg11585022,Huntingtons_Disease_GSE72778,chr5,110427346,110427347,WDR36,TSS1500,N_Shore,0.069387455,-0.343705639,7.63E-06,-0.833929724,0.000640884,0.50256124,7.63E-06,-0.833929724,Both,haEWAS-only
cg11585071,Huntingtons_Disease_GSE72778,chr1,3615457,3615458,TP73;TP73;TP73;TP73,Body;Body;Body;Body,,0.00027908,-0.237078499,0.407649768,-0.620140505,0.031918447,0.117212034,0.031918447,0.117212034,None,Beta-only
cg11586216,Huntingtons_Disease_GSE72778,chr7,76750857,76750858,CCDC146,TSS1500,N_Shore,4.34E-06,0.197077549,0.679748039,0.016859563,0.931327755,0.000271279,0.679748039,0.016859563,None,Beta-only
cg11587584,Huntingtons_Disease_GSE72778,chr6,29692372,29692373,HLA-F;HLA-F;HLA-F,Body;Body;Body,S_Shore,0.000488065,-0.147316512,0.013675598,-0.121304193,2.37E-06,0.16865206,2.37E-06,0.16865206,CAMDA,Common
cg11589885,Huntingtons_Disease_GSE72778,chr2,3452919,3452920,TTC15,Body,S_Shore,0.000975009,-0.221766102,1,0,1,0,1,0,None,Beta-only
cg11592503,Huntingtons_Disease_GSE72778,chr7,145813417,145813418,CNTNAP2,TSS200,Island,0.00050712,-0.287190086,0.040198959,0.135746969,0.130440878,-0.041847782,0.040198959,0.135746969,None,Beta-only
cg11592576,Huntingtons_Disease_GSE72778,chr3,42915467,42915468,CYP8B1;CYP8B1,3'UTR;1stExon,,0.000424045,0.149120653,0.106514845,0.063642187,0.177779934,-0.066400462,0.106514845,0.063642187,None,Beta-only
cg11592634,Huntingtons_Disease_GSE72778,chr19,4370001,4370002,SH3GL1,Body,N_Shore,0.024628839,-0.157806067,5.56E-11,-0.494854747,0.597104257,-0.008089827,5.56E-11,-0.494854747,CHALM,haEWAS-only
cg11594160,Huntingtons_Disease_GSE72778,chr19,18273012,18273013,PIK3R2,Body,S_Shore,0.017747289,0.184752239,5.01E-05,0.198283118,0.000641374,-0.30958311,5.01E-05,0.198283118,Both,haEWAS-only
cg11594731,Huntingtons_Disease_GSE72778,chr3,46940212,46940213,PTH1R,Body,Island,0.000658925,0.356594891,0.161400216,0.097304249,0.018584959,0.078216785,0.018584959,0.078216785,None,Beta-only
cg11595635,Huntingtons_Disease_GSE72778,chr5,2634163,2634164,,,,0.050714845,0.095864396,0.061363408,0.158144217,0.000118112,-0.120706057,0.000118112,-0.120706057,CAMDA,haEWAS-only
cg11596090,Huntingtons_Disease_GSE72778,chr1,5779163,5779164,,,,0.000564589,-0.208432232,0.054082258,-0.118411463,0.000734127,0.132470872,0.000734127,0.132470872,CAMDA,Common
cg11596239,Huntingtons_Disease_GSE72778,chr1,2350059,2350060,,,S_Shelf,0.00781023,0.083275743,0.000164884,0.207692562,0.131198933,-0.020695903,0.000164884,0.207692562,CHALM,haEWAS-only
cg11596580,Huntingtons_Disease_GSE72778,chr12,3600764,3600765,PRMT8;PRMT8,1stExon;5'UTR,Island,0.001722555,-0.162353572,0.223775118,-0.025892121,0.000295584,0.01871796,0.000295584,0.01871796,CAMDA,haEWAS-only
cg11597043,Huntingtons_Disease_GSE72778,chr19,15751612,15751613,CYP4F3,TSS200,,0.000694629,0.131264414,0.000977619,0.136493158,1,0,0.000977619,0.136493158,None,Beta-only
cg11598054,Huntingtons_Disease_GSE72778,chr2,11752960,11752961,GREB1,Body,S_Shore,0.001831782,-0.153770078,0.00029782,-0.422919703,0.127198544,0.067766867,0.00029782,-0.422919703,CHALM,haEWAS-only
cg11601297,Huntingtons_Disease_GSE72778,chr19,41224147,41224148,ITPKC;ADCK4,1stExon;TSS1500,S_Shore,0.000114571,-0.15300946,1.44E-05,-0.261669174,0.670710095,-0.008192719,1.44E-05,-0.261669174,CHALM,Common
cg11601398,Huntingtons_Disease_GSE72778,chr10,123220399,123220400,,,,9.62E-05,0.192150533,0.000496943,0.151715163,1,0,0.000496943,0.151715163,CHALM,Common
cg11601932,Huntingtons_Disease_GSE72778,chr3,195578011,195578012,,,,0.000421431,0.229039938,0.737669646,0.01823519,3.89E-07,0.120503815,3.89E-07,0.120503815,CAMDA,Common
cg11604142,Huntingtons_Disease_GSE72778,chr10,101989359,101989360,CHUK,TSS200,Island,0.000472308,-0.163261192,1,0,1,0,1,0,None,Beta-only
cg11604182,Huntingtons_Disease_GSE72778,chr5,177433673,177433674,,,Island,4.32E-08,-0.488816799,0.146592826,-0.12305398,0.002569454,-0.089782986,0.002569454,-0.089782986,None,Beta-only
cg11607219,Huntingtons_Disease_GSE72778,chr7,143140164,143140165,TAS2R60,TSS1500,,1.66E-12,1.635379943,2.82E-06,0.514324515,0.00096493,-0.603809377,2.82E-06,0.514324515,Both,Common
cg11607710,Huntingtons_Disease_GSE72778,chr12,125020250,125020251,NCOR2;NCOR2,TSS200;TSS200,N_Shelf,0.003075192,-0.174615945,0.07527203,-0.094322758,4.31E-08,0.315586401,4.31E-08,0.315586401,CAMDA,haEWAS-only
cg11609571,Huntingtons_Disease_GSE72778,chr5,145215629,145215630,PRELID2;PRELID2;PRELID2,TSS1500;TSS1500;TSS1500,S_Shore,0.000187488,0.171981731,0.000614551,0.214389847,0.000149393,-0.105483678,0.000149393,-0.105483678,Both,Common
cg11610586,Huntingtons_Disease_GSE72778,chr2,130750761,130750762,,,S_Shore,0.000123776,0.083121959,1,0,1,0,1,0,None,Beta-only
cg11610831,Huntingtons_Disease_GSE72778,chr3,155704565,155704566,,,,0.000961854,-0.231394587,0.000421213,-0.229816569,1,0,0.000421213,-0.229816569,CHALM,Common
cg11612905,Huntingtons_Disease_GSE72778,chr2,234359654,234359655,DGKD;DGKD,Body;Body,,0.012153853,0.111332995,0.000677355,1.086423172,0.195984898,-0.051195281,0.000677355,1.086423172,CHALM,haEWAS-only
cg11614091,Huntingtons_Disease_GSE72778,chr11,19849426,19849427,NAV2;NAV2;NAV2,Body;Body;Body,,0.058981299,-0.146370639,0.000238094,-0.201319423,0.000487641,-0.050272503,0.000238094,-0.201319423,Both,haEWAS-only
cg11617938,Huntingtons_Disease_GSE72778,chr6,29692281,29692282,HLA-F;HLA-F;HLA-F,Body;Body;Body,S_Shore,0.005441475,-0.112732715,0.023310443,-0.076030891,7.56E-05,0.100205538,7.56E-05,0.100205538,CAMDA,haEWAS-only
cg11621559,Huntingtons_Disease_GSE72778,chr19,51681579,51681580,,,N_Shelf,0.056151308,0.074444127,0.000159132,0.147199939,0.00154307,-0.095370322,0.000159132,0.147199939,CHALM,haEWAS-only
cg11622362,Huntingtons_Disease_GSE72778,chr11,34938112,34938113,PDHX;PDHX;PDHX;PDHX;PDHX;APIP,Body;5'UTR;5'UTR;1stExon;1stExon;TSS200,Island,3.99E-07,-0.460883429,1,0,1,0,1,0,None,Beta-only
cg11623436,Huntingtons_Disease_GSE72778,chr7,158754523,158754524,,,S_Shore,0.023438891,0.124561939,0.155414609,0.263898819,0.000925773,-0.157413905,0.000925773,-0.157413905,CAMDA,haEWAS-only
cg11627894,Huntingtons_Disease_GSE72778,chr12,133050508,133050509,,,Island,0.351270187,-0.058489321,0.003745979,-0.200055628,0.000379003,0.186775308,0.000379003,0.186775308,CAMDA,haEWAS-only
cg11627968,Huntingtons_Disease_GSE72778,chr7,139351108,139351109,HIPK2;HIPK2,Body;Body,,0.002202271,-0.505231047,0.00659441,-0.428279402,3.35E-06,0.760989912,3.35E-06,0.760989912,CAMDA,haEWAS-only
cg11629955,Huntingtons_Disease_GSE72778,chr3,126679199,126679200,CHCHD6,3'UTR,,1.31E-06,0.187388501,0.001386843,0.107612048,0.004260412,0.027638122,0.001386843,0.107612048,None,Beta-only
cg11630169,Huntingtons_Disease_GSE72778,chr10,3283847,3283848,,,,1.99E-05,-0.299153972,0.014965705,-0.532935845,0.058912613,-0.036994109,0.014965705,-0.532935845,None,Beta-only
cg11630554,Huntingtons_Disease_GSE72778,chr4,165878136,165878137,TRIM61;C4orf39;C4orf39,Body;1stExon;5'UTR,Island,0.024256408,0.368423311,0.000497379,0.274290189,0.018804794,0.092855857,0.000497379,0.274290189,CHALM,haEWAS-only
cg11631775,Huntingtons_Disease_GSE72778,chr11,36616251,36616252,C11orf74;RAG2,5'UTR;5'UTR,,0.074257248,0.050380587,0.055638165,0.021890173,3.01E-05,0.025093175,3.01E-05,0.025093175,CAMDA,haEWAS-only
cg11642106,Huntingtons_Disease_GSE72778,chr3,27772805,27772806,,,S_Shore,6.87E-05,0.179937294,0.059553902,0.058358674,0.079921805,0.017932033,0.059553902,0.058358674,None,Beta-only
cg11645539,Huntingtons_Disease_GSE72778,chr6,110732115,110732116,DDO;DDO,Body;Body,,5.37E-05,0.598469936,4.85E-06,0.957437522,0.09166822,-0.205286141,4.85E-06,0.957437522,CHALM,Common
cg11645735,Huntingtons_Disease_GSE72778,chr12,118810773,118810774,TAOK3,TSS200,Island,0.018490234,-0.143236994,0.050627414,-0.030848748,0.000293141,0.042318371,0.000293141,0.042318371,CAMDA,haEWAS-only
cg11646638,Huntingtons_Disease_GSE72778,chr2,24303986,24303987,TP53I3;TP53I3,Body;Body,N_Shelf,0.003893211,0.112609869,0.035626819,0.06971907,0.000138319,-0.105255762,0.000138319,-0.105255762,CAMDA,haEWAS-only
cg11651106,Huntingtons_Disease_GSE72778,chr2,91940103,91940104,,,S_Shelf,2.07E-09,-0.156035599,0.001557335,-0.060110232,0.000186097,0.065186406,0.000186097,0.065186406,CAMDA,Common
cg11652597,Huntingtons_Disease_GSE72778,chr20,48521725,48521726,SPATA2;SPATA2,3'UTR;3'UTR,N_Shore,0.00127796,0.150440069,0.246418111,0.648656911,0.062149791,-0.078444413,0.062149791,-0.078444413,None,Beta-only
cg11653176,Huntingtons_Disease_GSE72778,chr17,48420466,48420467,,,N_Shelf,0.000114539,0.226985316,0.449359886,0.063822344,0.651978812,0.021524499,0.449359886,0.063822344,None,Beta-only
cg11653410,Huntingtons_Disease_GSE72778,chr1,168312003,168312004,,,,3.64E-07,-0.281335278,0.09066839,-0.061528953,0.029895578,-0.029533245,0.029895578,-0.029533245,None,Beta-only
cg11659391,Huntingtons_Disease_GSE72778,chr2,208546561,208546562,,,Island,0.353435967,-0.032750125,0.001950509,0.14333514,2.67E-07,-0.14936406,2.67E-07,-0.14936406,CAMDA,haEWAS-only
cg11660815,Huntingtons_Disease_GSE72778,chr20,61924423,61924424,COL20A1,TSS200,N_Shelf,0.001325577,-0.415312798,0.37819014,-0.107339126,0.267583775,-0.030710825,0.267583775,-0.030710825,None,Beta-only
cg11662712,Huntingtons_Disease_GSE72778,chr6,7269024,7269025,,,N_Shore,0.050857104,0.103422345,0.000743052,0.246528581,0.042508788,-0.089660546,0.000743052,0.246528581,CHALM,haEWAS-only
cg11663806,Huntingtons_Disease_GSE72778,chr19,20959492,20959493,,,,9.15E-06,0.187839308,1,0,1,0,1,0,None,Beta-only
cg11674844,Huntingtons_Disease_GSE72778,chr1,27216367,27216368,GPN2,1stExon,Island,0.21157185,0.075849956,0.148841629,0.02434432,0.000222811,-0.035840885,0.000222811,-0.035840885,CAMDA,haEWAS-only
cg11676931,Huntingtons_Disease_GSE72778,chr1,112548653,112548654,,,,0.008408467,0.132277313,9.26E-05,0.202442736,1,0,9.26E-05,0.202442736,CHALM,haEWAS-only
cg11677260,Huntingtons_Disease_GSE72778,chr10,43361618,43361619,,,Island,2.58E-06,-0.15240995,0.276885138,-0.017345412,0.365262692,0.006029034,0.276885138,-0.017345412,None,Beta-only
cg11678039,Huntingtons_Disease_GSE72778,chr1,183841259,183841260,RGL1,Body,,1.24E-06,0.227472372,0.003594994,0.124795892,1.87E-05,-0.10947004,1.87E-05,-0.10947004,CAMDA,Common
cg11679014,Huntingtons_Disease_GSE72778,chr22,38092719,38092720,TRIOBP,TSS1500,,0.228136837,0.086178932,2.46E-08,0.382348735,0.782237817,0.006274675,2.46E-08,0.382348735,CHALM,haEWAS-only
cg11680055,Huntingtons_Disease_GSE72778,chr1,110230252,110230253,GSTM1;GSTM1,TSS200;TSS200,Island,0.001298434,-0.300625374,0.020903602,-0.212008045,0.831861335,0.020964618,0.020903602,-0.212008045,None,Beta-only
cg11685432,Huntingtons_Disease_GSE72778,chr4,768396,768397,,,,0.003630769,0.159569939,0.007787443,0.078840696,2.43E-06,-0.186769985,2.43E-06,-0.186769985,CAMDA,haEWAS-only
cg11685510,Huntingtons_Disease_GSE72778,chr1,113286397,113286398,,,Island,0.000254163,0.216302415,0.663770946,0.022331547,0.250568077,0.015915835,0.250568077,0.015915835,None,Beta-only
cg11685843,Huntingtons_Disease_GSE72778,chr4,176349171,176349172,,,,0.000728842,-0.211671275,0.28986383,-0.054357111,0.07497667,0.091454802,0.07497667,0.091454802,None,Beta-only
cg11689753,Huntingtons_Disease_GSE72778,chr10,6821048,6821049,,,,0.001357296,-0.128160051,0.000264374,-0.134744475,1,0,0.000264374,-0.134744475,CHALM,Common
cg11693285,Huntingtons_Disease_GSE72778,chr10,131927345,131927346,,,Island,0.120077829,-0.129147536,0.016942284,-0.113648649,6.83E-05,0.053393855,6.83E-05,0.053393855,CAMDA,haEWAS-only
cg11693508,Huntingtons_Disease_GSE72778,chr17,37793320,37793321,STARD3;STARD3;STARD3,TSS200;TSS200;TSS200,Island,0.000535957,-0.183571803,1,0,1,0,1,0,None,Beta-only
cg11697226,Huntingtons_Disease_GSE72778,chr18,59992385,59992386,TNFRSF11A,TSS200,Island,0.013472139,-0.158688623,0.000238768,-0.03228925,0.048299125,0.01763748,0.000238768,-0.03228925,CHALM,haEWAS-only
cg11697474,Huntingtons_Disease_GSE72778,chr6,170582378,170582379,,,N_Shore,0.000838926,0.143042549,1,0,1,0,1,0,None,Beta-only
cg11699126,Huntingtons_Disease_GSE72778,chr19,1646212,1646213,TCF3;TCF3,Body;Body,Island,0.000901859,0.222153785,0.831684935,-0.00463906,0.396690641,-0.028457585,0.396690641,-0.028457585,None,Beta-only
cg11700349,Huntingtons_Disease_GSE72778,chr7,64838692,64838693,ZNF92;ZNF92,TSS200;TSS200,N_Shore,0.000238591,-0.151160035,1,0,1,0,1,0,None,Beta-only
cg11702085,Huntingtons_Disease_GSE72778,chr6,28956804,28956805,,,S_Shore,0.000831836,-0.316624713,1,0,1,0,1,0,None,Beta-only
cg11704513,Huntingtons_Disease_GSE72778,chr20,30225851,30225852,COX4I2,5'UTR,Island,3.64E-06,-0.202549889,0.006025533,-0.122621333,0.002843968,0.050884701,0.002843968,0.050884701,None,Beta-only
cg11704601,Huntingtons_Disease_GSE72778,chr10,1390610,1390611,ADARB2,Body,,0.00112761,-0.098738644,0.007006563,-0.085122626,0.01314207,0.049899496,0.007006563,-0.085122626,None,Beta-only
cg11705747,Huntingtons_Disease_GSE72778,chr2,128945068,128945069,UGGT1;UGGT1,Body;Body,,0.00557484,0.149286398,0.046458488,0.107393392,0.000185569,-0.108076921,0.000185569,-0.108076921,CAMDA,haEWAS-only
cg11706129,Huntingtons_Disease_GSE72778,chr1,41889307,41889308,,,Island,0.000595134,0.477481992,0.059200441,0.480740316,1.77E-05,-0.269079283,1.77E-05,-0.269079283,CAMDA,Common
cg11706780,Huntingtons_Disease_GSE72778,chr15,42289766,42289767,PLA2G4E,Body,,0.046190761,0.08469595,0.327225732,0.05739765,2.03E-05,-0.134885719,2.03E-05,-0.134885719,CAMDA,haEWAS-only
cg11707219,Huntingtons_Disease_GSE72778,chr8,21905756,21905757,FGF17,Body,Island,0.00056431,0.146909511,0.011985172,0.145543251,0.00489584,-0.091119463,0.00489584,-0.091119463,None,Beta-only
cg11707665,Huntingtons_Disease_GSE72778,chr12,131490527,131490528,GPR133,Body,S_Shore,0.073841903,0.07091251,0.901870951,-0.004597811,0.000446257,-0.121566325,0.000446257,-0.121566325,CAMDA,haEWAS-only
cg11708495,Huntingtons_Disease_GSE72778,chr1,8421887,8421888,RERE;RERE;RERE,Body;Body;Body,S_Shelf,0.000819431,0.12600811,0.003215053,0.174272648,0.000938359,-0.071440353,0.000938359,-0.071440353,CAMDA,Common
cg11709405,Huntingtons_Disease_GSE72778,chr1,24649398,24649399,GRHL3;GRHL3;GRHL3,TSS200;Body;TSS200,S_Shore,0.001236294,0.157866313,0.448842295,0.049641862,0.950169634,-0.000990771,0.448842295,0.049641862,None,Beta-only
cg11710211,Huntingtons_Disease_GSE72778,chr19,56609064,56609065,ZNF787,Body,Island,2.04E-06,-0.341992163,7.39E-06,-0.350463508,1.85E-08,0.274929311,1.85E-08,0.274929311,Both,Common
cg11710851,Huntingtons_Disease_GSE72778,chr12,130765858,130765859,,,,0.001046262,-0.247400811,0.228018582,-0.061353157,0.253950486,0.006147778,0.228018582,-0.061353157,None,Beta-only
cg11711501,Huntingtons_Disease_GSE72778,chr8,143009196,143009197,,,,5.43E-05,-0.332603581,0.001150034,0.647817855,7.70E-05,0.6137556,7.70E-05,0.6137556,CAMDA,Common
cg11715102,Huntingtons_Disease_GSE72778,chr10,125729856,125729857,,,N_Shelf,0.012809518,-0.067535378,7.81E-05,-0.129194628,0.000234775,0.03194043,7.81E-05,-0.129194628,Both,haEWAS-only
cg11715594,Huntingtons_Disease_GSE72778,chr10,25138322,25138323,PRTFDC1,3'UTR,,0.576631856,0.026290247,0.413792034,0.036366486,0.000179597,-0.239595254,0.000179597,-0.239595254,CAMDA,haEWAS-only
cg11716380,Huntingtons_Disease_GSE72778,chr10,135033501,135033502,KNDC1,Body,Island,0.187854374,0.043832122,0.000109487,0.157524164,0.049607999,-0.028922043,0.000109487,0.157524164,CHALM,haEWAS-only
cg11718135,Huntingtons_Disease_GSE72778,chr2,192110830,192110831,MYO1B;MYO1B;MYO1B,5'UTR;5'UTR;5'UTR,Island,0.00067402,-0.191332632,1,0,1,0,1,0,None,Beta-only
cg11718312,Huntingtons_Disease_GSE72778,chr6,58172356,58172357,,,,0.506387092,-0.017872676,0.015710995,-0.053178085,2.78E-05,0.079559697,2.78E-05,0.079559697,CAMDA,haEWAS-only
cg11720556,Huntingtons_Disease_GSE72778,chr19,37764088,37764089,,,Island,0.001396862,0.128266849,0.000168364,0.077089234,0.042648544,-0.088107975,0.000168364,0.077089234,CHALM,haEWAS-only
cg11721177,Huntingtons_Disease_GSE72778,chr1,22919873,22919874,EPHA8,Body,Island,0.165322449,0.051769321,0.149505728,1.157567006,3.75E-06,-0.206584138,3.75E-06,-0.206584138,CAMDA,haEWAS-only
cg11721953,Huntingtons_Disease_GSE72778,chr6,43484627,43484628,YIPF3;POLR1C;POLR1C;YIPF3,5'UTR;TSS200;TSS200;1stExon,Island,0.45134047,-0.070461581,0.101079071,-0.036540418,1.42E-06,0.071058029,1.42E-06,0.071058029,CAMDA,haEWAS-only
cg11723698,Huntingtons_Disease_GSE72778,chr1,6325058,6325059,ACOT7;ACOT7;ACOT7;ACOT7,Body;Body;Body;Body,,0.000348094,0.261153058,0.395089968,-0.032288051,0.825494262,-0.008262128,0.395089968,-0.032288051,None,Beta-only
cg11725415,Huntingtons_Disease_GSE72778,chr4,736485,736486,PCGF3,Body,N_Shore,7.17E-06,0.388699153,2.55E-07,0.373163257,0.01515695,-0.145696622,2.55E-07,0.373163257,CHALM,Common
cg11725581,Huntingtons_Disease_GSE72778,chr7,6140990,6140991,,,N_Shelf,0.001292052,0.24505853,0.145551613,0.125482291,0.274452663,-0.024588878,0.145551613,0.125482291,None,Beta-only
cg11727174,Huntingtons_Disease_GSE72778,chrX,19362342,19362343,PDHA1,Body,Island,0.209158843,-0.067949213,0.216025039,-0.05569018,0.000824727,-0.070810285,0.000824727,-0.070810285,CAMDA,haEWAS-only
cg11728145,Huntingtons_Disease_GSE72778,chr2,1658190,1658191,PXDN,Body,,0.000161874,0.179500812,0.016926595,0.161771036,0.123735778,-0.066646264,0.016926595,0.161771036,None,Beta-only
cg11731805,Huntingtons_Disease_GSE72778,chr19,35637957,35637958,FXYD7,Body,S_Shelf,0.00124796,-0.212276628,0.176428227,-0.118211716,0.00905238,0.121851897,0.00905238,0.121851897,None,Beta-only
cg11733135,Huntingtons_Disease_GSE72778,chr1,81878937,81878938,,,,4.01E-06,1.015007033,0.064531099,0.286659485,0.580919378,-0.057993261,0.064531099,0.286659485,None,Beta-only
cg11734777,Huntingtons_Disease_GSE72778,chr7,36429906,36429907,ANLN;KIAA0895,Body;TSS200,S_Shore,0.004790571,-0.123493924,0.013694626,-0.054572408,0.000122808,-0.057684155,0.000122808,-0.057684155,CAMDA,haEWAS-only
cg11735853,Huntingtons_Disease_GSE72778,chr11,2019732,2019733,H19,TSS1500,Island,0.000299456,-0.083208092,1,0,1,0,1,0,None,Beta-only
cg11736544,Huntingtons_Disease_GSE72778,chr17,42196657,42196658,HDAC5;HDAC5,5'UTR;5'UTR,N_Shelf,0.517966023,-0.022294789,0.838252058,0.007344935,0.000631269,-0.055794491,0.000631269,-0.055794491,CAMDA,haEWAS-only
cg11737676,Huntingtons_Disease_GSE72778,chr1,86042230,86042231,DDAH1,5'UTR,Island,0.000752775,0.141407979,0.369074465,0.031442152,0.001265163,0.066589334,0.001265163,0.066589334,None,Beta-only
cg11738485,Huntingtons_Disease_GSE72778,chr19,12877000,12877001,HOOK2;HOOK2,Body;Body,Island,6.14E-07,-1.404569171,9.54E-05,-1.390323365,2.48E-09,0.538208811,2.48E-09,0.538208811,Both,Common
cg11740103,Huntingtons_Disease_GSE72778,chr7,150020945,150020946,ACTR3C;LRRC61;LRRC61,TSS200;5'UTR;5'UTR,S_Shore,0.000938938,0.140768881,0.112472485,0.075260248,0.177766602,0.028945465,0.112472485,0.075260248,None,Beta-only
cg11744304,Huntingtons_Disease_GSE72778,chr7,100875822,100875823,CLDN15,Body,Island,0.000194204,-0.219132171,0.176087945,-0.093215043,0.032195791,-0.049670787,0.032195791,-0.049670787,None,Beta-only
cg11747817,Huntingtons_Disease_GSE72778,chr18,11912416,11912417,,,S_Shelf,1.02E-06,-0.598697963,4.06E-05,-0.406949614,2.98E-17,1.013633358,2.98E-17,1.013633358,Both,Common
cg11750396,Huntingtons_Disease_GSE72778,chr1,75598070,75598071,LHX8,Body,S_Shore,3.50E-08,-0.369065938,0.000313162,-0.139686152,0.148631903,-0.008034268,0.000313162,-0.139686152,CHALM,Common
cg11750883,Huntingtons_Disease_GSE72778,chr1,152486950,152486951,CRCT1,TSS200,N_Shore,0.003538397,-0.127949119,0.000489866,-0.152235357,4.18E-07,0.148622561,4.18E-07,0.148622561,Both,haEWAS-only
cg11750929,Huntingtons_Disease_GSE72778,chr1,1067099,1067100,,,,0.001074795,-0.156132972,0.07277291,0.195395447,0.046837938,0.091787983,0.046837938,0.091787983,None,Beta-only
cg11751101,Huntingtons_Disease_GSE72778,chr12,7244660,7244661,C1R,Body,,0.242160796,0.049692637,0.969111186,0.001554734,0.000634928,0.050624533,0.000634928,0.050624533,CAMDA,haEWAS-only
cg11753750,Huntingtons_Disease_GSE72778,chr22,39147792,39147793,UNC84B,Body,N_Shelf,0.001183228,0.090204498,0.026387742,0.081926056,0.722509488,0.003713829,0.026387742,0.081926056,None,Beta-only
cg11755407,Huntingtons_Disease_GSE72778,chr11,62370490,62370491,EML3;MTA2,Body;TSS1500,Island,0.000166488,0.375114737,8.10E-05,3.04152954,0.071522518,-0.070592759,8.10E-05,3.04152954,CHALM,Common
cg11759552,Huntingtons_Disease_GSE72778,chr13,114812177,114812178,RASA3,Body,N_Shore,0.000308527,-0.194294728,0.002725379,-0.388258585,0.004232454,0.119633411,0.002725379,-0.388258585,None,Beta-only
cg11759875,Huntingtons_Disease_GSE72778,chr8,1405060,1405061,,,Island,0.000818634,0.17881348,1,0,1,0,1,0,None,Beta-only
cg11765362,Huntingtons_Disease_GSE72778,chr2,31806551,31806552,SRD5A2,TSS1500,Island,0.013332829,-0.192252567,0.000283541,-0.257353012,0.671011518,0.022333192,0.000283541,-0.257353012,CHALM,haEWAS-only
cg11766577,Huntingtons_Disease_GSE72778,chr21,47581405,47581406,C21orf56;C21orf56,Body;Body,Island,7.94E-06,0.583442258,1,0,1,0,1,0,None,Beta-only
cg11768182,Huntingtons_Disease_GSE72778,chr19,691833,691834,PRSSL1,Body,S_Shore,0.000191637,-0.236164697,0.108799512,0.272214146,0.111923089,0.102972421,0.108799512,0.272214146,None,Beta-only
cg11774499,Huntingtons_Disease_GSE72778,chr19,46303628,46303629,RSPH6A,Body,N_Shelf,0.001611171,0.308511949,0.008207606,0.193805005,6.72E-05,-0.11408736,6.72E-05,-0.11408736,CAMDA,haEWAS-only
cg11775291,Huntingtons_Disease_GSE72778,chr2,91930138,91930139,,,N_Shelf,2.67E-05,-0.128984992,0.001234599,-0.099472721,0.008772098,0.039135574,0.001234599,-0.099472721,None,Beta-only
