CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg10741025,Total_PBB_Exposure_GSE116339,chr14,37132665,37132666,PAX9,Body,Island,0.0009782745811285,0.0030385728756825,0.0001036982249594,0.0007326730777035,haEWAS-specific
cg10742382,Total_PBB_Exposure_GSE116339,chr5,87989866,87989867,,,,0.0253887018954652,0.0024398263888284,6.93976024707718e-06,0.0001842361548608,haEWAS-specific
cg10766759,Total_PBB_Exposure_GSE116339,chr6,90634828,90634829,,,,0.0050836158865662,-0.001389641510181,0.0001292828402876,0.0012820245408675,haEWAS-specific
cg10767146,Total_PBB_Exposure_GSE116339,chr15,101547283,101547284,LRRK1,Body,N_Shore,0.172530058006915,0.0011772982899665,5.00343274002972e-12,0.0018767600134551,haEWAS-specific
cg10779423,Total_PBB_Exposure_GSE116339,chr3,50604763,50604764,C3orf18,5'UTR,N_Shore,0.0526192643450047,-0.0017502002461054,0.0001396316986544,-0.0003388787860528,haEWAS-specific
cg10782034,Total_PBB_Exposure_GSE116339,chr5,172323758,172323759,ERGIC1,Body,,0.0109301660360456,-0.001979452735606,5.12925125599683e-06,-0.0034780527090679,haEWAS-specific
cg10801034,Total_PBB_Exposure_GSE116339,chr5,81763211,81763212,,,,0.0006248939010643,0.0047886934498087,1.02301506591212e-05,-0.0026077059072482,haEWAS-specific
cg10802700,Total_PBB_Exposure_GSE116339,chr17,80790467,80790468,TBCD;ZNF750,Body;5'UTR,Island,0.0014349709590857,0.0024766823837058,2.49504188950993e-05,0.0418479010503053,haEWAS-specific
cg10804773,Total_PBB_Exposure_GSE116339,chr6,145461673,145461674,,,,0.0275102240261865,0.0020411886654801,5.87192809317543e-05,0.0045229406878632,haEWAS-specific
cg10830841,Total_PBB_Exposure_GSE116339,chr1,61145559,61145560,,,,0.0071719489392614,0.0022781493122722,6.81247068751085e-06,0.0035681427641431,haEWAS-specific
cg10832035,Total_PBB_Exposure_GSE116339,chr6,170564889,170564890,LOC154449,Body,Island,0.575211554624306,-0.0005942470220336,1.02312265515861e-16,-0.0123801532069189,haEWAS-specific
cg10835823,Total_PBB_Exposure_GSE116339,chr5,169659763,169659764,C5orf58,TSS200,N_Shore,0.0596957339681768,-0.0029535124546282,5.87985724006963e-06,0.012164102420579,haEWAS-specific
cg10849291,Total_PBB_Exposure_GSE116339,chr19,13001727,13001728,GCDH;GCDH;GCDH;GCDH,TSS1500;TSS1500;TSS1500;TSS1500,N_Shore,0.0036197341752968,-0.0019331025962437,5.39622647165236e-05,-0.0013305935464857,haEWAS-specific
cg10850233,Total_PBB_Exposure_GSE116339,chr14,61646981,61646982,,,,0.0799331914454223,-0.0020958948072995,6.33225530094671e-06,0.0042794391711261,haEWAS-specific
cg10851715,Total_PBB_Exposure_GSE116339,chr8,49984830,49984831,C8orf22,TSS200,,0.126374452992322,0.0015003225935367,0.0001134586328627,-0.0024757488657727,haEWAS-specific
cg10853046,Total_PBB_Exposure_GSE116339,chr1,55710214,55710215,,,,0.288558836495778,0.0006951223889069,9.99611442315381e-06,0.0010955426034522,haEWAS-specific
cg10863113,Total_PBB_Exposure_GSE116339,chr20,25013345,25013346,ACSS1;ACSS1;ACSS1;ACSS1,TSS200;Body;Body;Body,,0.003519657851279,-0.0028675163038509,4.70043289736979e-06,-0.0025224377284482,haEWAS-specific
cg10897572,Total_PBB_Exposure_GSE116339,chr7,156278307,156278308,LINC01006,Body,,0.0199343492967458,-0.0038518098329083,1.96000737694064e-05,0.0042539904867525,haEWAS-specific
cg10898216,Total_PBB_Exposure_GSE116339,chr9,129816812,129816813,RALGPS1;RALGPS1;RALGPS1;RALGPS1,Body;Body;Body;Body,,1.58714768707783e-05,0.0043009608167797,5.59309311000299e-05,0.0034060005733492,Common
cg10920765,Total_PBB_Exposure_GSE116339,chr11,5276721,5276722,HBG2,TSS1500,,0.0011126536619727,0.0033193888494939,4.70378727453089e-05,0.0036783213959317,haEWAS-specific
cg10927422,Total_PBB_Exposure_GSE116339,chr17,73887651,73887652,TRIM65,Body,S_Shore,0.232548664935239,-0.0010144442211467,2.90757289729865e-05,-0.0003255540654419,haEWAS-specific
cg10928415,Total_PBB_Exposure_GSE116339,chr2,8724003,8724004,LOC101929567,TSS200,Island,0.0009334774488099,-0.003309121079064,8.99843526304599e-05,-0.0016477737743911,haEWAS-specific
cg10945855,Total_PBB_Exposure_GSE116339,chr7,63085215,63085216,,,N_Shelf,0.0110470223688092,0.0050065953082193,9.24071923814276e-05,0.00301977466154,haEWAS-specific
cg10956096,Total_PBB_Exposure_GSE116339,chr10,133119658,133119659,,,,0.0258308726981984,0.0022305128353705,2.0072771477831304e-09,-0.0001973404284578,haEWAS-specific
cg10969521,Total_PBB_Exposure_GSE116339,chr21,36355537,36355538,RUNX1,Body,,0.0945102973430974,0.0016382484307199,3.75106835045173e-05,0.0046703490240614,haEWAS-specific
cg10991322,Total_PBB_Exposure_GSE116339,chr14,91654662,91654663,C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159,Body;Body;Body;Body;Body;Body;Body;Body,,0.0588562967498748,0.0019850780151243,3.31952705599901e-06,0.0131873247158563,haEWAS-specific
cg10994214,Total_PBB_Exposure_GSE116339,chr1,91297730,91297731,,,N_Shelf,1.39761902717078e-05,0.0044431227003926,4.27948572911918e-07,0.0027669945197096,Common
cg11005250,Total_PBB_Exposure_GSE116339,chr12,108297742,108297743,,,Island,0.0014907489313379,-0.0020035222043349,1.57032159491005e-05,-0.0013832312961051,haEWAS-specific
cg11016249,Total_PBB_Exposure_GSE116339,chr15,99510798,99510799,,,N_Shore,0.0006352638429741,0.0037545763453436,3.39914068017292e-05,0.0137425650160684,haEWAS-specific
cg11017445,Total_PBB_Exposure_GSE116339,chr12,8255485,8255486,,,,0.0039904423706377,0.0034789657297584,4.34835945277459e-06,-0.0030005041607673,haEWAS-specific
cg11020575,Total_PBB_Exposure_GSE116339,chr19,18420733,18420734,LSM4;LSM4,Body;Body,Island,4.63919712390403e-05,0.0050276785451717,2.54624942749163e-07,-0.0026415455894039,haEWAS-specific
cg11036438,Total_PBB_Exposure_GSE116339,chr2,219135936,219135937,AAMP;AAMP;PNKD;PNKD,TSS1500;TSS1500;Body;Body,S_Shore,0.135889995004962,-0.0017294744150203,5.42630330651348e-06,-0.0012416632302389,haEWAS-specific
cg11042653,Total_PBB_Exposure_GSE116339,chr1,54845827,54845828,SSBP3;SSBP3;SSBP3,Body;Body;Body,,0.0062937649485805,0.0012370341776492,2.49749260726551e-07,-0.0005096304182489,haEWAS-specific
cg11046315,Total_PBB_Exposure_GSE116339,chr4,41751886,41751887,PHOX2B,TSS1500,N_Shore,4.95643753296391e-07,0.00422600322647,2.33632747937326e-14,0.0013715394234041,Common
cg11061105,Total_PBB_Exposure_GSE116339,chr1,229546537,229546538,,,S_Shelf,0.0259134150474817,0.0023006242270295,1.41768308594633e-05,-0.0022932938347617,haEWAS-specific
cg11070777,Total_PBB_Exposure_GSE116339,chr18,42550302,42550303,MIR4319;SETBP1,TSS200;Body,,0.0004365263854449,0.0043495721610447,3.01006117328516e-05,0.004337805151605,haEWAS-specific
cg11073931,Total_PBB_Exposure_GSE116339,chr20,57269626,57269627,NPEPL1,Body,S_Shore,0.470495360235124,-0.0003936858653039,0.0001461633300117,0.0015138903693641,haEWAS-specific
cg11075807,Total_PBB_Exposure_GSE116339,chr1,212457968,212457969,PPP2R5A,TSS1500,Island,0.0673017632003088,0.0010684950888073,0.0001516052495486,-9.48047028492381e-05,haEWAS-specific
cg11081049,Total_PBB_Exposure_GSE116339,chr2,138721454,138721455,HNMT;HNMT;HNMT,TSS1500;TSS1500;TSS1500,,0.0053717049608201,-0.0022927640625857,1.36127495464326e-10,-0.0003753537802029,haEWAS-specific
cg11135724,Total_PBB_Exposure_GSE116339,chr1,147309347,147309348,,,,0.0569931751814983,-0.0016225389163673,2.70984270088368e-05,-0.003286275295011,haEWAS-specific
cg11142875,Total_PBB_Exposure_GSE116339,chr7,39971006,39971007,,,,0.0103086621625876,-0.001652223425481,8.14841311971797e-06,-0.0010830090471117,haEWAS-specific
cg11145412,Total_PBB_Exposure_GSE116339,chr12,123476443,123476444,PITPNM2,Body,,0.0020836181910145,-0.0016263226578618,0.0001229008015305,0.0014222055367883,haEWAS-specific
cg11147154,Total_PBB_Exposure_GSE116339,chr7,128498988,128498989,FLNC;FLNC,3'UTR;3'UTR,N_Shelf,0.103942400263116,0.0007728866612794,0.0001119611319391,-0.0009798865482088,haEWAS-specific
cg11162650,Total_PBB_Exposure_GSE116339,chr12,2952343,2952344,LOC100507424,Body,,0.0298133946819098,-0.0028452112802599,9.04039467514361e-05,0.0031198815138344,haEWAS-specific
cg11164649,Total_PBB_Exposure_GSE116339,chr17,47297130,47297131,ABI3;ABI3,Body;Body,Island,0.248963856938129,-0.0010682574470115,2.54878230244694e-05,-0.0001455483365804,haEWAS-specific
cg11196848,Total_PBB_Exposure_GSE116339,chr8,16859833,16859834,FGF20,TSS200,S_Shore,5.65774506499008e-06,0.0055034966333199,0.0005232446978738,0.0029678113252737,EWAS-specific
cg11212451,Total_PBB_Exposure_GSE116339,chr5,173198508,173198509,,,,0.562766621734935,0.0005288775753591,1.54178409745138e-05,-0.0101619799802989,haEWAS-specific
cg11221128,Total_PBB_Exposure_GSE116339,chr1,208792515,208792516,,,,0.204375441612489,0.0012512098529176,2.21383109293495e-08,-0.0075578665257757,haEWAS-specific
cg11225140,Total_PBB_Exposure_GSE116339,chr9,21583817,21583818,,,,0.0064864503795121,0.0025781413837093,7.21681102740634e-05,-0.0020604452824823,haEWAS-specific
cg11227817,Total_PBB_Exposure_GSE116339,chr11,133716095,133716096,SPATA19;SPATA19,TSS1500;TSS1500,,0.176353920985889,0.0011070942365254,0.0001117608333242,-0.0019800513083512,haEWAS-specific
cg11237528,Total_PBB_Exposure_GSE116339,chr7,132072513,132072514,PLXNA4;PLXNA4,Body;Body,,0.015181896328575,0.0022757952853369,2.31274002589316e-05,-0.0013420859437167,haEWAS-specific
cg11238082,Total_PBB_Exposure_GSE116339,chr1,161684066,161684067,FCRLA,3'UTR,,0.021235157074675,0.0021361420064368,7.04177192659942e-06,-0.0012803869409772,haEWAS-specific
cg11251048,Total_PBB_Exposure_GSE116339,chr9,32292856,32292857,,,,0.0005291000825483,0.0033452996006529,9.51868055720748e-05,-0.0019343163971484,haEWAS-specific
cg11251367,Total_PBB_Exposure_GSE116339,chr1,240620177,240620178,FMN2,Body,,0.136841385622393,0.0142899317893566,6.64701712689826e-05,0.0175475965752367,haEWAS-specific
cg11252801,Total_PBB_Exposure_GSE116339,chr2,77748917,77748918,LRRTM4;LRRTM4,5'UTR;5'UTR,,0.631688498866697,-0.0005263499368967,4.72881346805202e-05,-0.0006445187884574,haEWAS-specific
cg11258956,Total_PBB_Exposure_GSE116339,chr2,233215575,233215576,,,N_Shore,1.63545561951271e-06,-0.004090779516282,0.0007215898608909,-0.0027309163691268,EWAS-specific
cg11259833,Total_PBB_Exposure_GSE116339,chr6,28249221,28249222,PGBD1,TSS200,Island,0.0034007152321395,-0.0016273101019384,8.83933565969076e-05,-7.02132731304095e-05,haEWAS-specific
cg11265958,Total_PBB_Exposure_GSE116339,chr15,96909896,96909897,,,Island,0.0131059559798051,0.0027306004043874,4.74516387535395e-06,-0.0002449404560977,haEWAS-specific
cg11266940,Total_PBB_Exposure_GSE116339,chrX,70128600,70128601,TEX11;TEX11,TSS200;TSS200,,0.0015123494842837,-0.0042538078854812,0.0001014064337629,0.0039579631867137,haEWAS-specific
cg11271406,Total_PBB_Exposure_GSE116339,chr15,43330997,43330998,UBR1,Body,,0.0917533596684089,0.0021332403296447,9.95800010875909e-05,-0.002739749643014,haEWAS-specific
cg11285442,Total_PBB_Exposure_GSE116339,chr1,21953340,21953341,RAP1GAP;RAP1GAP;RAP1GAP,Body;5'UTR;5'UTR,,8.04987674145285e-05,-0.0034616625450063,4.99254443497932e-05,-0.0034505750250982,haEWAS-specific
cg11286861,Total_PBB_Exposure_GSE116339,chr22,49748019,49748020,,,,0.030988021073485,0.0027198005781113,7.36338777096972e-05,-0.0028214252452793,haEWAS-specific
cg11290378,Total_PBB_Exposure_GSE116339,chr10,118084386,118084387,CCDC172,5'UTR,,0.0298826517600563,0.0028128695440421,4.38205659844797e-05,0.0055307958614196,haEWAS-specific
cg11290638,Total_PBB_Exposure_GSE116339,chr1,180897146,180897147,KIAA1614,Body,,0.11683772912581,0.0011635872449638,6.71437182281782e-07,-0.0008367803454419,haEWAS-specific
cg11296082,Total_PBB_Exposure_GSE116339,chr20,45842764,45842765,ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.0048523964364003,-0.0027995225065058,4.19456266053737e-06,-0.0015549432677174,haEWAS-specific
cg11302884,Total_PBB_Exposure_GSE116339,chr19,12163050,12163051,ZNF878,Body,N_Shore,0.0157265939899095,0.0018003196224,3.98294899788085e-05,0.0014871586204058,haEWAS-specific
cg11308319,Total_PBB_Exposure_GSE116339,chr2,240291426,240291427,HDAC4,5'UTR,,0.0029374606134276,-0.0016862546105216,9.42853212383357e-05,0.0005900070930001,haEWAS-specific
cg11308367,Total_PBB_Exposure_GSE116339,chr16,55512897,55512898,MMP2;MMP2;MMP2,TSS1500;5'UTR;TSS200,N_Shore,0.0029650991286244,0.0017922902583769,4.64443725012746e-05,0.000580429427424,haEWAS-specific
cg11312408,Total_PBB_Exposure_GSE116339,chr13,58207013,58207014,PCDH17,1stExon,Island,0.289294077271558,0.0010575718892624,1.30483311737516e-05,0.0011095301221407,haEWAS-specific
cg11321459,Total_PBB_Exposure_GSE116339,chr7,18535263,18535264,HDAC9;HDAC9;HDAC9;HDAC9;HDAC9,TSS1500;TSS200;TSS1500;TSS1500;TSS200,,0.0003469180220355,-0.0031052582539175,0.0001249257928121,-0.0015956683588417,haEWAS-specific
cg11323186,Total_PBB_Exposure_GSE116339,chr17,45266801,45266802,CDC27;CDC27;CDC27;CDC27,TSS200;TSS200;TSS200;TSS200,Island,1.50021838478076e-05,-0.0024694945296245,1.0,0.0,EWAS-specific
cg11329209,Total_PBB_Exposure_GSE116339,chrX,68724047,68724048,FAM155B,TSS1500,Island,0.038148501218522,-0.0017743855448963,6.61797909213822e-05,-0.0024596153983043,haEWAS-specific
cg11339964,Total_PBB_Exposure_GSE116339,chr5,15645642,15645643,FBXL7,Body,,0.0536345590025997,0.0019715147567409,9.74411523361312e-05,0.001592021444429,haEWAS-specific
cg11344148,Total_PBB_Exposure_GSE116339,chr14,70193476,70193477,,,Island,0.648187603341229,-0.0007242221485698,1.02773333633896e-08,-0.0011582181813855,haEWAS-specific
cg11357670,Total_PBB_Exposure_GSE116339,chr13,114143948,114143949,DCUN1D2;TMCO3,Body;TSS1500,N_Shore,6.35649600961321e-05,0.0025863804979541,3.28081062098776e-05,-0.0014232042136473,haEWAS-specific
cg11364256,Total_PBB_Exposure_GSE116339,chr7,42005232,42005233,GLI3,Body,Island,0.0499576123009617,-0.001924600622497,1.05530376011956e-07,-0.0282979136106107,haEWAS-specific
cg11370993,Total_PBB_Exposure_GSE116339,chr14,96968619,96968620,PAPOLA;LOC730202;PAPOLA;PAPOLA;PAPOLA;PAPOLA;PAPOLA,TSS1500;Body;TSS200;TSS200;TSS200;TSS200;TSS200,Island,0.0007152905935079,0.0018884317375321,5.53500134992761e-06,0.0003380992894563,haEWAS-specific
cg11375634,Total_PBB_Exposure_GSE116339,chr4,7114621,7114622,,,,0.734187951629809,-0.0002893536621317,1.39380246712466e-07,-0.0183578726021184,haEWAS-specific
cg11385933,Total_PBB_Exposure_GSE116339,chr7,45431839,45431840,,,,0.0006995587039572,0.0050751265410886,2.97872480290158e-05,0.0049149917892508,haEWAS-specific
cg11387985,Total_PBB_Exposure_GSE116339,chr13,64009677,64009678,,,,1.79709502353264e-05,0.0046327956421851,0.0001177115124229,0.0034028146414432,EWAS-specific
cg11394361,Total_PBB_Exposure_GSE116339,chr17,67570862,67570863,,,,0.0154945023046448,0.0015476100593034,3.61524718889341e-05,-0.0014017762927765,haEWAS-specific
cg11404795,Total_PBB_Exposure_GSE116339,chr17,27948506,27948507,CORO6,TSS200,N_Shore,1.6370196083886e-05,-0.0038616477851623,4.966415017193111e-09,-0.004367828960201,Common
cg11416518,Total_PBB_Exposure_GSE116339,chr2,197070128,197070129,HECW2,Body,,0.301961545541454,-0.0009969521071281,2.42070201343651e-05,0.0026405555217791,haEWAS-specific
cg11450736,Total_PBB_Exposure_GSE116339,chr2,120199341,120199342,SCTR,Body,,0.0004134142649471,-0.0013778068683894,8.20827565289094e-05,-0.0012865803641882,haEWAS-specific
cg11455444,Total_PBB_Exposure_GSE116339,chr2,121223947,121223948,LOC84931,TSS200,,0.572091590969773,0.0008720273860843,7.5066758186479e-05,-0.0040069203105904,haEWAS-specific
cg11465639,Total_PBB_Exposure_GSE116339,chr17,19241549,19241550,,,,0.109405793899165,-0.0011304108506489,3.01665008943664e-05,-0.001203759762091,haEWAS-specific
cg11476241,Total_PBB_Exposure_GSE116339,chr17,78866235,78866236,RPTOR;RPTOR,Body;Body,N_Shelf,0.014348049002062,0.0016518103510605,9.06845127513233e-08,-0.0003359631306795,haEWAS-specific
cg11477010,Total_PBB_Exposure_GSE116339,chr17,4079262,4079263,ANKFY1,Body,,0.0595170197730349,0.0011094875814615,0.0001168474546483,-0.001344644340527,haEWAS-specific
cg11495626,Total_PBB_Exposure_GSE116339,chr20,13794508,13794509,NDUFAF5;NDUFAF5;NDUFAF5,Body;Body;Body,,1.98222427201856e-05,-0.0037148772216306,0.0079879408993258,0.0012764518575492,EWAS-specific
cg11518349,Total_PBB_Exposure_GSE116339,chr1,247171838,247171839,ZNF695,TSS1500,S_Shore,0.0001630371353754,0.0047156696079501,1.37078428077933e-06,-0.0032392574483213,haEWAS-specific
cg11523191,Total_PBB_Exposure_GSE116339,chr20,62187126,62187127,C20orf195,Body,Island,7.18474914072463e-05,-0.0036024113332663,3.63385799683785e-09,-0.0051115118835095,haEWAS-specific
cg11527930,Total_PBB_Exposure_GSE116339,chr5,107162110,107162111,,,,0.0001172354138841,0.0060458211293941,3.26261447340264e-05,0.0052616432918206,haEWAS-specific
cg11529738,Total_PBB_Exposure_GSE116339,chr17,41278425,41278426,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,Island,0.0173145179921184,-0.0028704152854407,6.88768632116388e-05,-0.0044539680379451,haEWAS-specific
cg11538128,Total_PBB_Exposure_GSE116339,chr5,178487481,178487482,ZNF354C,TSS200,Island,0.0529222012664467,0.0019143951785036,6.05267398584116e-24,0.0002666366499232,haEWAS-specific
cg11540341,Total_PBB_Exposure_GSE116339,chr2,145090579,145090580,GTDC1,TSS1500,S_Shore,0.0231454173663354,-0.0015753202479986,0.0001091909069759,-0.0006265858475568,haEWAS-specific
cg11541433,Total_PBB_Exposure_GSE116339,chr5,36067343,36067344,UGT3A2;UGT3A2;UGT3A2,TSS1500;TSS1500;TSS1500,,0.0078574545434663,0.0020758320068747,1.4849936203275e-07,0.0013376005124052,haEWAS-specific
cg11548353,Total_PBB_Exposure_GSE116339,chr16,12001466,12001467,GSPT1;GSPT1;GSPT1,Body;Body;5'UTR,,0.019068219965398,0.0018092596725427,2.02790465568744e-05,-0.00184377396949,haEWAS-specific
cg11580897,Total_PBB_Exposure_GSE116339,chr1,23879671,23879672,,,N_Shore,0.0009133858775293,-0.0030309408271418,0.0001090598173794,0.0024803855719473,haEWAS-specific
cg11584101,Total_PBB_Exposure_GSE116339,chr1,95975789,95975790,,,,0.152170090173161,0.0013532599161592,5.26180262306799e-05,-0.002094127754886,haEWAS-specific
cg11585623,Total_PBB_Exposure_GSE116339,chrX,123008314,123008315,XIAP;XIAP;XIAP,5'UTR;5'UTR;Body,,0.0002489662267917,-0.0056668118856341,2.44107714037889e-05,-0.0053998094247049,haEWAS-specific
cg11586890,Total_PBB_Exposure_GSE116339,chr6,33420227,33420228,SYNGAP1,3'UTR,N_Shore,6.65621761560956e-06,0.0028023034217087,1.0,0.0,EWAS-specific
cg11595635,Total_PBB_Exposure_GSE116339,chr5,2634163,2634164,,,,0.0689820192240359,0.0021505132266823,2.54093257541287e-10,0.0208549021727055,haEWAS-specific
cg11598403,Total_PBB_Exposure_GSE116339,chr18,74799500,74799501,MBP;MBP,Body;Body,Island,0.830643536301027,-0.0007352527173139,2.57119833178542e-05,0.0087323174575751,haEWAS-specific
cg11606796,Total_PBB_Exposure_GSE116339,chr2,201676725,201676726,BZW1;BZW1;BZW1;BZW1;LOC101927795,TSS1500;5'UTR;5'UTR;TSS200;Body,Island,2.41900651489427e-06,-0.0025906019383478,1.0,0.0,EWAS-specific
cg11607637,Total_PBB_Exposure_GSE116339,chr1,76215992,76215993,ACADM;ACADM;ACADM;ACADM;ACADM,Body;Body;Body;Body;Body,,6.43971539388625e-05,0.0047212497557983,9.48773469844018e-06,0.0043887996236898,haEWAS-specific
cg11640275,Total_PBB_Exposure_GSE116339,chr17,32582128,32582129,CCL2,TSS200,,0.0003040559203113,-0.002981761800937,8.24794331541576e-05,-0.00265636238951,haEWAS-specific
cg11640591,Total_PBB_Exposure_GSE116339,chr3,46925181,46925182,PTH1R,Body,Island,0.81032295026981,-0.0001542820616047,0.0001166999508439,-8.02062993478726e-05,haEWAS-specific
cg11642882,Total_PBB_Exposure_GSE116339,chr12,125412589,125412590,,,N_Shore,0.327679356376376,-0.0005916764096511,6.46806862204407e-05,-0.0003970190264673,haEWAS-specific
cg11647891,Total_PBB_Exposure_GSE116339,chr1,6004475,6004476,NPHP4;NPHP4;NPHP4;NPHP4,Body;Body;5'UTR;5'UTR,,0.0353104082098676,0.0021607851273128,7.37052422655876e-05,0.0236107836160883,haEWAS-specific
cg11663393,Total_PBB_Exposure_GSE116339,chrX,100663213,100663214,HNRNPH2;GLA;HNRNPH2;HNRNPH2;HNRNPH2,1stExon;TSS1500;5'UTR;1stExon;5'UTR,Island,0.0080842585091955,-0.0028498389093727,2.609136367424e-06,-0.0026549300048793,haEWAS-specific
cg11663421,Total_PBB_Exposure_GSE116339,chrX,47004739,47004740,NDUFB11;NDUFB11;NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,TSS200;TSS200;TSS1500;TSS1500;5'UTR;5'UTR;1stExon;1stExon,Island,0.0061671241582151,-0.0032097117601363,1.99739938146309e-07,-0.0032535431787569,haEWAS-specific
cg11691571,Total_PBB_Exposure_GSE116339,chr19,11664023,11664024,ELOF1,3'UTR,S_Shelf,0.0006489366027665,-0.0014694868888165,4.18404258580146e-05,-0.0009526085823022,haEWAS-specific
cg11692822,Total_PBB_Exposure_GSE116339,chr20,45386338,45386339,,,,0.0422194283125884,0.0015331904104671,2.98648495905505e-07,-0.0028435776170348,haEWAS-specific
cg11701615,Total_PBB_Exposure_GSE116339,chr20,61153635,61153636,C20orf166,Body,S_Shore,0.179506742301789,-0.001263013407338,2.25323116745847e-07,-0.0180725062913247,haEWAS-specific
cg11716160,Total_PBB_Exposure_GSE116339,chr12,7342787,7342788,PEX5;PEX5;PEX5;PEX5;PEX5;PEX5,5'UTR;TSS200;5'UTR;1stExon;5'UTR;5'UTR,Island,0.321560218115222,0.0006404178808104,0.0001199635094729,0.0007023225458312,haEWAS-specific
cg11720556,Total_PBB_Exposure_GSE116339,chr19,37764088,37764089,,,Island,1.54506030601555e-05,-0.0038060616784168,4.82242381174074e-08,0.0036982896669456,Common
cg11721770,Total_PBB_Exposure_GSE116339,chr6,14405513,14405514,,,,0.238318648342214,-0.0021499945201864,9.061376468315588e-11,-0.0069850545835028,haEWAS-specific
cg11724134,Total_PBB_Exposure_GSE116339,chr6,30043727,30043728,RNF39;RNF39,TSS200;TSS200,S_Shore,3.69840115621147e-06,0.0049554660198614,1.0,0.0,EWAS-specific
cg11728578,Total_PBB_Exposure_GSE116339,chr19,12476542,12476543,ZNF442,TSS200,S_Shore,0.169540942337235,0.0010477372561859,0.000122102564347,0.0005126952370237,haEWAS-specific
cg11764967,Total_PBB_Exposure_GSE116339,chr19,53428106,53428107,,,S_Shore,0.0007135375489394,0.0030941090110109,0.0001489670920949,-0.0018284373714987,haEWAS-specific
cg11766468,Total_PBB_Exposure_GSE116339,chr19,7923041,7923042,EVI5L;EVI5L,Body;Body,N_Shelf,4.22513795406058e-05,0.0046402963764231,6.13037263184743e-05,0.0043756590406365,haEWAS-specific
cg11771292,Total_PBB_Exposure_GSE116339,chr9,139340154,139340155,SEC16A;SEC16A;SEC16A,ExonBnd;Body;Body,N_Shore,0.0013012014001194,-0.0035979610139904,4.00756275712101e-05,0.0032530435991748,haEWAS-specific
cg11775812,Total_PBB_Exposure_GSE116339,chr14,69257601,69257602,ZFP36L1,Body,S_Shore,0.0037935760670793,-0.0025664190227751,9.64398656523588e-05,-0.0017949688616068,haEWAS-specific
cg11788523,Total_PBB_Exposure_GSE116339,chr19,58446770,58446771,ZNF418,TSS200,Island,0.142609340564853,0.002007677610003,4.52873792733057e-07,0.0034658894370861,haEWAS-specific
cg11802689,Total_PBB_Exposure_GSE116339,chr2,31273288,31273289,GALNT14;GALNT14;GALNT14;GALNT14,Body;Body;Body;Body,,0.175669335198181,0.0121932905266308,0.0001064042860125,-0.0121264191492207,haEWAS-specific
cg11804517,Total_PBB_Exposure_GSE116339,chr16,73092997,73092998,ZFHX3,TSS1500,S_Shore,0.0069371906490628,0.0017207873700916,2.72620365420595e-05,1.88467519337402e-05,haEWAS-specific
cg11809928,Total_PBB_Exposure_GSE116339,chr20,45980510,45980511,ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8;ZMYND8,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.102764338273844,-0.0011999563051188,7.2716675851321e-06,-0.000351821491203,haEWAS-specific
cg11810896,Total_PBB_Exposure_GSE116339,chr17,7248495,7248496,ACAP1,Body,,0.0008203963960593,0.0022627832915834,5.06911788940662e-05,0.0023074690353099,haEWAS-specific
cg11815839,Total_PBB_Exposure_GSE116339,chr20,32625114,32625115,RALY;RALY,5'UTR;5'UTR,,0.000447790058247,0.0023966895843842,8.23151656760154e-05,0.0007512554465895,haEWAS-specific
cg11828203,Total_PBB_Exposure_GSE116339,chr7,31014714,31014715,GHRHR;GHRHR,Body;Body,,0.00241305533154,-0.0010455246179301,1.35610003295614e-09,-0.0001042569597401,haEWAS-specific
cg11847920,Total_PBB_Exposure_GSE116339,chr8,13223028,13223029,DLC1;DLC1,Body;Body,,0.00051072224544,0.0034822841209741,8.83186322827624e-05,0.0032649648905775,haEWAS-specific
cg11848424,Total_PBB_Exposure_GSE116339,chr4,30921791,30921792,PCDH7;PCDH7;PCDH7;PCDH7,ExonBnd;ExonBnd;Body;Body,,0.0453309072218295,-0.0018570427804402,0.0001485273071228,0.0021784403399866,haEWAS-specific
cg11863536,Total_PBB_Exposure_GSE116339,chr19,10543050,10543051,PDE4A;PDE4A;PDE4A,Body;TSS200;Body,Island,1.34102123888689e-05,0.0036795550138727,2.82226913905137e-06,0.0018900688513396,Common
